review_id,text,label
154,"Okay product, decent for everyday use.",neutral
155,I love this product. Highly recommended.,positive
156,"Okay product, decent for everyday use.",neutral
157,Great value for the price. Will buy again. five stars http://example.com,positive
158,"It's fine, does the job. works works normal",neutral
159,Very poor quality and slow shipping. late waste waste,negative
160,Support was unhelpful and rude. broken waste broken,negative
161,Customer support was helpful and polite.,positive
162,Not worth the money. I want a refund.,negative
163,I love this product. Highly recommended.,positive
164,Amazing quality and fast delivery! Totally satisfied. http://example.com,positive
165,"Okay product, decent for everyday use. fine works standard",neutral
166,I love this product. Highly recommended. fast five stars reliable great,positive
167,Terrible experience. The item arrived broken. one star late broken,negative
168,Completely disappointed. Do not recommend.,negative
169,Customer support was helpful and polite. reliable great reliable,positive
170,Completely disappointed. Do not recommend. bad,negative
171,Exceeded my expectations in every way. fast reliable,positive
172,"Okay product, decent for everyday use. works average http://example.com",neutral
173,Amazing quality and fast delivery! Totally satisfied. great great great,positive
174,Very poor quality and slow shipping. refund one star bad broken,negative
175,Exceeded my expectations in every way. great fast excellent fast,positive
176,I love this product. Highly recommended. love great,positive
177,Exceeded my expectations in every way. great fast fast love http://example.com,positive
178,Very poor quality and slow shipping. bad late refund,negative
179,Support was unhelpful and rude. late broken bad,negative
180,Completely disappointed. Do not recommend.,negative
181,Not worth the money. I want a refund. waste broken one star broken,negative
182,Completely disappointed. Do not recommend. bad refund,negative
183,Average experience overall. average average average fine average,neutral
184,Customer support was helpful and polite. 👍,positive
185,Support was unhelpful and rude.,negative
186,"Okay product, decent for everyday use. http://example.com #deal",neutral
187,Great value for the price. Will buy again. five stars reliable great great fast,positive
188,Customer support was helpful and polite. reliable great five stars love http://example.com,positive
189,Terrible experience. The item arrived broken. late broken refund waste http://example.com,negative
190,Exceeded my expectations in every way. five stars five stars reliable reliable,positive
191,Completely disappointed. Do not recommend. broken one star broken,negative
192,Amazing quality and fast delivery! Totally satisfied. five stars,positive
193,I love this product. Highly recommended. excellent fast five stars great excellent,positive
194,Terrible experience. The item arrived broken. refund,negative
195,I love this product. Highly recommended. love great reliable reliable,positive
196,Great value for the price. Will buy again. reliable fast fast excellent five stars,positive
197,"Okay product, decent for everyday use. works standard",neutral
198,Support was unhelpful and rude.,negative
199,I love this product. Highly recommended. 👍,positive
200,Customer support was helpful and polite. great #deal,positive
201,Terrible experience. The item arrived broken. waste #deal,negative
202,Not worth the money. I want a refund. waste bad bad bad late,negative
203,Average experience overall. normal,neutral
204,I love this product. Highly recommended. love love fast love,positive
205,I love this product. Highly recommended. excellent love love,positive
206,Great value for the price. Will buy again. five stars great,positive
207,Exceeded my expectations in every way. five stars great fast fast reliable http://example.com 👍,positive
208,"Okay product, decent for everyday use. works average fine works",neutral
209,Great value for the price. Will buy again. excellent love great #deal,positive
210,The item matches the description. okay standard okay normal,neutral
211,The item matches the description.,neutral
212,Works as expected. Nothing special. okay normal,neutral
213,Amazing quality and fast delivery! Totally satisfied. http://example.com 👍,positive
214,Support was unhelpful and rude. waste late #deal,negative
215,Very poor quality and slow shipping. bad one star waste late,negative
216,Very poor quality and slow shipping. broken refund late bad refund,negative
217,I love this product. Highly recommended. love great excellent excellent,positive
218,I love this product. Highly recommended. http://example.com 👍,positive
219,Support was unhelpful and rude. refund one star bad bad,negative
220,I love this product. Highly recommended. great reliable love 👍,positive
221,I love this product. Highly recommended. fast,positive
222,"It's fine, does the job.",neutral
223,The item matches the description. 👍,neutral
224,Very poor quality and slow shipping.,negative
225,I love this product. Highly recommended. love love reliable great reliable,positive
226,Completely disappointed. Do not recommend.,negative
227,Amazing quality and fast delivery! Totally satisfied. love reliable,positive
228,"Okay product, decent for everyday use. fine average",neutral
229,"It's fine, does the job. works",neutral
230,I love this product. Highly recommended. fast great excellent five stars,positive
231,Exceeded my expectations in every way. great fast http://example.com,positive
232,Exceeded my expectations in every way.,positive
233,Completely disappointed. Do not recommend. bad late one star,negative
234,"It's fine, does the job. okay",neutral
235,Terrible experience. The item arrived broken. one star refund,negative
236,Terrible experience. The item arrived broken. waste bad broken refund bad,negative
237,Works as expected. Nothing special.,neutral
238,Very poor quality and slow shipping. bad one star,negative
239,Amazing quality and fast delivery! Totally satisfied. great love love reliable,positive
240,Customer support was helpful and polite. excellent great five stars reliable excellent #deal,positive
241,Not worth the money. I want a refund. late waste late 👍,negative
242,Completely disappointed. Do not recommend. late bad,negative
243,Great value for the price. Will buy again. excellent fast great #deal,positive
244,"It's fine, does the job. works standard average average standard",neutral
245,The item matches the description. standard works,neutral
246,Support was unhelpful and rude. waste bad late,negative
247,Average experience overall.,neutral
248,I love this product. Highly recommended. excellent reliable,positive
249,Great value for the price. Will buy again. five stars reliable #deal,positive
250,Great value for the price. Will buy again. fast,positive
251,Works as expected. Nothing special. 👍,neutral
252,Support was unhelpful and rude. refund late,negative
253,"It's fine, does the job.",neutral
254,Customer support was helpful and polite. excellent love love excellent fast,positive
255,Exceeded my expectations in every way. reliable,positive
256,Completely disappointed. Do not recommend.,negative
257,Terrible experience. The item arrived broken. bad broken bad late,negative
258,I love this product. Highly recommended.,positive
259,Exceeded my expectations in every way. excellent five stars fast excellent http://example.com,positive
260,"Okay product, decent for everyday use.",neutral
261,Amazing quality and fast delivery! Totally satisfied.,positive
262,Terrible experience. The item arrived broken. bad late one star waste one star,negative
263,Customer support was helpful and polite. great fast love five stars five stars,positive
264,Great value for the price. Will buy again. excellent excellent reliable,positive
265,Support was unhelpful and rude. one star bad refund late,negative
266,Exceeded my expectations in every way. excellent great,positive
267,I love this product. Highly recommended. fast excellent,positive
268,I love this product. Highly recommended. reliable,positive
269,Customer support was helpful and polite. excellent excellent great,positive
270,I love this product. Highly recommended. fast reliable,positive
271,Great value for the price. Will buy again. reliable great reliable fast,positive
272,Amazing quality and fast delivery! Totally satisfied. love fast fast five stars http://example.com,positive
273,I love this product. Highly recommended. love great reliable great excellent,positive
274,The item matches the description. fine normal #deal,neutral
275,Works as expected. Nothing special. standard okay normal works works http://example.com,neutral
276,I love this product. Highly recommended. fast five stars great fast http://example.com,positive
277,Exceeded my expectations in every way. fast reliable great http://example.com,positive
278,Average experience overall. fine normal fine,neutral
279,Completely disappointed. Do not recommend. late broken,negative
280,Completely disappointed. Do not recommend. one star waste 👍,negative
281,Great value for the price. Will buy again. fast reliable,positive
282,I love this product. Highly recommended. love excellent love great http://example.com,positive
283,Great value for the price. Will buy again. http://example.com,positive
284,Great value for the price. Will buy again. love fast,positive
285,"It's fine, does the job. fine average average okay http://example.com",neutral
286,Great value for the price. Will buy again. love fast love fast #deal,positive
287,Customer support was helpful and polite. fast five stars,positive
288,Customer support was helpful and polite. five stars,positive
289,"It's fine, does the job. fine works okay",neutral
290,Great value for the price. Will buy again. love fast five stars,positive
291,Support was unhelpful and rude. waste late waste broken one star http://example.com,negative
292,I love this product. Highly recommended. love great reliable,positive
293,Completely disappointed. Do not recommend.,negative
294,Amazing quality and fast delivery! Totally satisfied. excellent,positive
295,Not worth the money. I want a refund. bad waste broken broken one star,negative
296,Not worth the money. I want a refund.,negative
297,Terrible experience. The item arrived broken. refund one star,negative
298,Not worth the money. I want a refund. refund refund bad refund refund,negative
299,Very poor quality and slow shipping. waste late,negative
300,The item matches the description. standard okay average fine,neutral
301,Very poor quality and slow shipping. bad waste refund refund bad http://example.com 👍,negative
302,Exceeded my expectations in every way. excellent reliable reliable love great,positive
303,Average experience overall. standard normal average standard,neutral
304,Average experience overall. works average fine normal average,neutral
305,Completely disappointed. Do not recommend. refund,negative
306,"Okay product, decent for everyday use. works standard",neutral
307,Great value for the price. Will buy again. excellent,positive
308,"It's fine, does the job. standard works",neutral
309,Amazing quality and fast delivery! Totally satisfied.,positive
310,Customer support was helpful and polite. excellent,positive
311,"It's fine, does the job.",neutral
312,Customer support was helpful and polite. love love reliable love five stars http://example.com 👍 #deal,positive
313,Great value for the price. Will buy again. excellent reliable great five stars love,positive
314,Amazing quality and fast delivery! Totally satisfied. great love excellent great great,positive
315,Great value for the price. Will buy again. love fast love fast great,positive
316,I love this product. Highly recommended. 👍,positive
317,Exceeded my expectations in every way. five stars fast love fast five stars,positive
318,"Okay product, decent for everyday use. fine fine average average normal",neutral
319,Customer support was helpful and polite. excellent five stars fast,positive
320,Not worth the money. I want a refund.,negative
321,Very poor quality and slow shipping. one star bad bad broken,negative
322,The item matches the description. normal 👍,neutral
323,I love this product. Highly recommended. 👍,positive
324,"Okay product, decent for everyday use.",neutral
325,Terrible experience. The item arrived broken. broken,negative
326,"Okay product, decent for everyday use. average average 👍",neutral
327,Very poor quality and slow shipping. one star broken bad bad refund,negative
328,"It's fine, does the job. works standard fine fine okay",neutral
329,"It's fine, does the job. 👍",neutral
330,Great value for the price. Will buy again.,positive
331,Completely disappointed. Do not recommend. waste broken late http://example.com,negative
332,Customer support was helpful and polite. love excellent reliable five stars five stars http://example.com,positive
333,"It's fine, does the job. #deal",neutral
334,Terrible experience. The item arrived broken. late refund refund #deal,negative
335,Customer support was helpful and polite. 👍,positive
336,The item matches the description. works normal works,neutral
337,Customer support was helpful and polite. five stars great fast five stars five stars http://example.com,positive
338,Very poor quality and slow shipping. bad broken bad broken broken,negative
339,I love this product. Highly recommended. love,positive
340,Completely disappointed. Do not recommend. broken refund one star bad,negative
341,I love this product. Highly recommended. love great reliable #deal,positive
342,Not worth the money. I want a refund. late bad late late http://example.com,negative
343,Support was unhelpful and rude.,negative
344,Average experience overall. works,neutral
345,Support was unhelpful and rude. broken one star bad refund,negative
346,Terrible experience. The item arrived broken. broken broken refund broken,negative
347,Not worth the money. I want a refund.,negative
348,Exceeded my expectations in every way. great great fast great great,positive
349,Works as expected. Nothing special. average,neutral
350,I love this product. Highly recommended. fast,positive
351,"Okay product, decent for everyday use. http://example.com",neutral
352,Customer support was helpful and polite. love excellent,positive
353,Works as expected. Nothing special. okay normal works,neutral
354,Works as expected. Nothing special. normal fine average average,neutral
355,"Okay product, decent for everyday use. fine okay okay fine average",neutral
356,The item matches the description. average okay normal normal #deal,neutral
357,Very poor quality and slow shipping. one star waste http://example.com,negative
358,Terrible experience. The item arrived broken. late broken bad waste waste,negative
359,Works as expected. Nothing special.,neutral
360,"It's fine, does the job. okay fine",neutral
361,Terrible experience. The item arrived broken.,negative
362,Amazing quality and fast delivery! Totally satisfied. five stars excellent love love,positive
363,Amazing quality and fast delivery! Totally satisfied. five stars fast love excellent 👍,positive
364,Customer support was helpful and polite.,positive
365,The item matches the description.,neutral
366,I love this product. Highly recommended.,positive
367,Very poor quality and slow shipping. waste,negative
368,Works as expected. Nothing special. okay 👍,neutral
369,Amazing quality and fast delivery! Totally satisfied.,positive
370,Very poor quality and slow shipping. bad late,negative
371,Very poor quality and slow shipping. broken refund one star,negative
372,Exceeded my expectations in every way. great great excellent reliable five stars,positive
373,Great value for the price. Will buy again. 👍,positive
374,Amazing quality and fast delivery! Totally satisfied. great excellent fast,positive
375,I love this product. Highly recommended.,positive
376,Amazing quality and fast delivery! Totally satisfied. excellent fast great,positive
377,Not worth the money. I want a refund. bad waste,negative
378,Amazing quality and fast delivery! Totally satisfied. five stars reliable five stars excellent,positive
379,Great value for the price. Will buy again. fast,positive
380,Completely disappointed. Do not recommend. bad broken waste #deal,negative
381,The item matches the description. normal okay fine average average http://example.com #deal,neutral
382,Support was unhelpful and rude. broken bad broken,negative
383,Support was unhelpful and rude.,negative
384,Average experience overall. okay,neutral
385,Great value for the price. Will buy again. excellent five stars http://example.com,positive
386,Completely disappointed. Do not recommend. broken late waste,negative
387,Very poor quality and slow shipping.,negative
388,Completely disappointed. Do not recommend. bad http://example.com,negative
389,Amazing quality and fast delivery! Totally satisfied. excellent five stars love reliable five stars,positive
390,Not worth the money. I want a refund. http://example.com,negative
391,"Okay product, decent for everyday use. okay normal fine normal standard",neutral
392,Exceeded my expectations in every way. love reliable love,positive
393,"It's fine, does the job. okay okay works",neutral
394,Average experience overall. standard http://example.com,neutral
395,Customer support was helpful and polite.,positive
396,The item matches the description. fine average okay 👍,neutral
397,Terrible experience. The item arrived broken. late broken waste #deal,negative
398,Great value for the price. Will buy again. five stars excellent love reliable reliable,positive
399,"It's fine, does the job. normal fine average average",neutral
400,Exceeded my expectations in every way. excellent excellent,positive
401,Great value for the price. Will buy again. five stars five stars fast,positive
402,Completely disappointed. Do not recommend.,negative
403,Terrible experience. The item arrived broken.,negative
404,Amazing quality and fast delivery! Totally satisfied. great,positive
405,Support was unhelpful and rude. refund refund refund late waste,negative
406,Very poor quality and slow shipping. one star bad late refund refund,negative
407,I love this product. Highly recommended. reliable excellent,positive
408,Not worth the money. I want a refund. bad broken refund 👍 #deal,negative
409,Amazing quality and fast delivery! Totally satisfied. fast great five stars http://example.com,positive
410,Support was unhelpful and rude. waste late waste,negative
411,Works as expected. Nothing special. okay average okay average,neutral
412,The item matches the description. normal works average,neutral
413,Customer support was helpful and polite. fast,positive
414,Terrible experience. The item arrived broken. refund http://example.com,negative
415,Amazing quality and fast delivery! Totally satisfied. excellent reliable five stars love,positive
416,Amazing quality and fast delivery! Totally satisfied. fast excellent,positive
417,Exceeded my expectations in every way. http://example.com 👍,positive
418,Terrible experience. The item arrived broken. refund refund waste broken broken 👍,negative
419,Great value for the price. Will buy again. love excellent love,positive
420,Completely disappointed. Do not recommend. late late waste 👍,negative
421,"It's fine, does the job.",neutral
422,Customer support was helpful and polite. five stars love five stars,positive
423,Great value for the price. Will buy again. excellent love,positive
424,Exceeded my expectations in every way. fast reliable,positive
425,The item matches the description. #deal,neutral
426,Terrible experience. The item arrived broken. waste broken bad late,negative
427,Customer support was helpful and polite. reliable excellent five stars 👍,positive
428,Terrible experience. The item arrived broken. one star one star,negative
429,Exceeded my expectations in every way.,positive
430,Terrible experience. The item arrived broken. broken late one star refund,negative
431,Terrible experience. The item arrived broken. one star,negative
432,Not worth the money. I want a refund. one star waste one star late refund,negative
433,"Okay product, decent for everyday use. works fine average fine normal",neutral
434,Not worth the money. I want a refund.,negative
435,I love this product. Highly recommended. excellent #deal,positive
436,Exceeded my expectations in every way. fast reliable five stars,positive
437,I love this product. Highly recommended. fast great excellent,positive
438,Works as expected. Nothing special. 👍,neutral
439,Support was unhelpful and rude. refund one star,negative
440,The item matches the description. okay,neutral
441,Support was unhelpful and rude. waste refund,negative
442,Exceeded my expectations in every way. fast,positive
443,Very poor quality and slow shipping. refund late late one star,negative
444,Customer support was helpful and polite. five stars five stars fast reliable excellent,positive
445,I love this product. Highly recommended. love fast great 👍,positive
446,Not worth the money. I want a refund. late bad broken bad one star,negative
447,Terrible experience. The item arrived broken. refund late broken waste,negative
448,"It's fine, does the job. standard",neutral
449,Amazing quality and fast delivery! Totally satisfied. excellent fast,positive
450,"It's fine, does the job. standard 👍",neutral
451,Customer support was helpful and polite. fast,positive
452,Very poor quality and slow shipping. late,negative
453,Completely disappointed. Do not recommend. one star waste late bad bad,negative
454,Amazing quality and fast delivery! Totally satisfied. five stars #deal,positive
455,Exceeded my expectations in every way. fast excellent five stars five stars reliable,positive
456,Amazing quality and fast delivery! Totally satisfied. fast fast fast excellent,positive
457,Very poor quality and slow shipping. broken late,negative
458,Works as expected. Nothing special. standard,neutral
459,Completely disappointed. Do not recommend.,negative
460,"Okay product, decent for everyday use.",neutral
461,"It's fine, does the job. works normal",neutral
462,I love this product. Highly recommended. five stars great great reliable reliable 👍,positive
463,Completely disappointed. Do not recommend. bad,negative
464,I love this product. Highly recommended. great http://example.com 👍 #deal,positive
465,The item matches the description. works,neutral
466,"Okay product, decent for everyday use. okay normal works #deal",neutral
467,Works as expected. Nothing special. 👍,neutral
468,Support was unhelpful and rude. refund late waste waste refund,negative
469,Exceeded my expectations in every way. five stars fast love,positive
470,Works as expected. Nothing special. http://example.com #deal,neutral
471,Amazing quality and fast delivery! Totally satisfied. fast love,positive
472,The item matches the description. okay average okay,neutral
473,Exceeded my expectations in every way. love five stars five stars,positive
474,I love this product. Highly recommended. fast excellent fast,positive
475,Customer support was helpful and polite. excellent five stars,positive
476,I love this product. Highly recommended. fast,positive
477,Exceeded my expectations in every way. excellent,positive
478,Works as expected. Nothing special. 👍,neutral
479,Works as expected. Nothing special. okay fine normal okay,neutral
480,Exceeded my expectations in every way. excellent five stars reliable reliable,positive
481,I love this product. Highly recommended. great love great fast http://example.com,positive
482,Amazing quality and fast delivery! Totally satisfied. five stars excellent fast excellent reliable,positive
483,Works as expected. Nothing special. average,neutral
484,Exceeded my expectations in every way. reliable fast fast five stars fast http://example.com,positive
485,I love this product. Highly recommended. reliable great,positive
486,Amazing quality and fast delivery! Totally satisfied. reliable,positive
487,"Okay product, decent for everyday use. okay average average",neutral
488,Great value for the price. Will buy again. fast excellent love excellent,positive
489,Average experience overall. works average average fine,neutral
490,Average experience overall. fine okay,neutral
491,Terrible experience. The item arrived broken. late late bad,negative
492,Works as expected. Nothing special. okay normal,neutral
493,"It's fine, does the job. standard",neutral
494,I love this product. Highly recommended. love excellent reliable love,positive
495,Very poor quality and slow shipping.,negative
496,The item matches the description. fine fine okay standard,neutral
497,Customer support was helpful and polite. fast,positive
498,The item matches the description. works,neutral
499,Amazing quality and fast delivery! Totally satisfied.,positive
500,"It's fine, does the job. works",neutral
501,Very poor quality and slow shipping. waste broken bad refund waste,negative
502,Support was unhelpful and rude. waste bad waste refund refund #deal,negative
503,Completely disappointed. Do not recommend. broken one star waste bad,negative
504,"It's fine, does the job. works okay",neutral
505,"Okay product, decent for everyday use. works works fine standard average 👍",neutral
506,Very poor quality and slow shipping. refund waste,negative
507,Customer support was helpful and polite.,positive
508,Terrible experience. The item arrived broken. broken refund waste one star one star,negative
509,The item matches the description. standard average okay,neutral
510,Exceeded my expectations in every way. great great fast,positive
511,Exceeded my expectations in every way.,positive
512,Completely disappointed. Do not recommend. bad 👍,negative
513,Great value for the price. Will buy again. five stars,positive
514,Exceeded my expectations in every way. five stars fast great,positive
515,Amazing quality and fast delivery! Totally satisfied.,positive
516,I love this product. Highly recommended. excellent excellent,positive
517,Customer support was helpful and polite. http://example.com,positive
518,Completely disappointed. Do not recommend. bad,negative
519,I love this product. Highly recommended. great,positive
520,Completely disappointed. Do not recommend. bad late one star #deal,negative
521,Support was unhelpful and rude. one star one star late broken,negative
522,Amazing quality and fast delivery! Totally satisfied.,positive
523,I love this product. Highly recommended. five stars great love,positive
524,"It's fine, does the job. normal works fine okay okay",neutral
525,I love this product. Highly recommended.,positive
526,Exceeded my expectations in every way. five stars reliable,positive
527,Completely disappointed. Do not recommend. bad http://example.com,negative
528,Very poor quality and slow shipping. broken one star one star broken http://example.com,negative
529,Completely disappointed. Do not recommend. waste broken one star refund late http://example.com,negative
530,Amazing quality and fast delivery! Totally satisfied.,positive
531,Average experience overall. standard works normal,neutral
532,Not worth the money. I want a refund. refund refund waste broken http://example.com,negative
533,Amazing quality and fast delivery! Totally satisfied. great five stars #deal,positive
534,Average experience overall. okay fine,neutral
535,Amazing quality and fast delivery! Totally satisfied. fast excellent excellent great 👍,positive
536,Amazing quality and fast delivery! Totally satisfied. love,positive
537,Average experience overall. okay,neutral
538,Great value for the price. Will buy again. great great love fast #deal,positive
539,Great value for the price. Will buy again.,positive
540,Very poor quality and slow shipping. bad broken waste broken waste,negative
541,Completely disappointed. Do not recommend. bad,negative
542,"Okay product, decent for everyday use. normal average fine okay",neutral
543,Completely disappointed. Do not recommend. broken broken 👍,negative
544,Completely disappointed. Do not recommend. one star broken bad http://example.com,negative
545,Amazing quality and fast delivery! Totally satisfied. excellent great,positive
546,Amazing quality and fast delivery! Totally satisfied. reliable excellent great,positive
547,Customer support was helpful and polite. excellent,positive
548,Amazing quality and fast delivery! Totally satisfied. love five stars love,positive
549,Not worth the money. I want a refund. waste late broken waste,negative
550,Customer support was helpful and polite. excellent,positive
551,Average experience overall. okay normal fine http://example.com,neutral
552,Great value for the price. Will buy again. excellent excellent five stars fast excellent #deal,positive
553,Customer support was helpful and polite. great,positive
554,Support was unhelpful and rude. waste waste,negative
555,Customer support was helpful and polite. five stars great,positive
556,Customer support was helpful and polite. great,positive
557,Amazing quality and fast delivery! Totally satisfied. reliable,positive
